Results from heasarc_actszclust: Atacama Cosmology Telescope DR5 Sunyaev-Zeldovich Cluster Catalog
Coordinate system: Equatorial
|name               |ra         |dec        |snr     |y_c       |y_c_error |redshift|redshift_error|mass_500c|mass_500c_pos_err|mass_500c_neg_err|mass_200m|mass_200m_pos_err|mass_200m_neg_err|
|ACT-CL J2233.2-4951|22 33 13.98|-49 51 30.0| 4.48486|1.2920e-04|2.8808e-05|0.720860|      0.015681|  1.78541|          0.41722|          0.33819|  3.03944|          0.71027|          0.57573|
|ACT-CL J2310.1-4951|23 10 09.00|-49 51 20.3| 4.46454|6.2193e-05|1.3930e-05|0.578076|      0.008168|  1.92060|          0.44392|          0.36058|  3.31534|          0.76630|          0.62243|
|ACT-CL J0012.2-4948|00 12 15.00|-49 49 00.0| 4.20534|1.0223e-04|2.4311e-05|0.707972|      0.015368|  1.48252|          0.37692|          0.30051|  2.51628|          0.63974|          0.51006|
|ACT-CL J0154.8-4947|01 54 53.81|-49 47 23.9| 4.33781|3.2406e-05|7.4707e-06|0.493595|      0.008093|  1.70257|          0.42992|          0.34325|  2.96532|          0.74879|          0.59783|
|ACT-CL J0459.6-4946|04 59 40.57|-49 46 50.0| 5.93855|1.0600e-04|1.7850e-05|1.700000|      0.000000|  2.04338|          0.36385|          0.30886|  3.61930|          0.64447|          0.54706|
|ACT-CL J0242.2-4944|02 42 12.08|-49 44 10.5| 8.90907|1.0459e-04|1.1740e-05|0.806604|      0.010225|  3.21669|          0.55456|          0.47301|  5.52277|          0.95213|          0.81212|
|ACT-CL J0433.5-4942|04 33 30.99|-49 43 00.0| 4.13614|1.5542e-04|3.7577e-05|0.396894|      0.011504|  1.95529|          0.52770|          0.41555|  3.47734|          0.93847|          0.73902|
|ACT-CL J0636.6-4942|06 36 40.92|-49 42 11.3| 7.63894|7.9307e-05|1.0382e-05|0.351800|      0.034390|  3.59875|          0.75620|          0.62489|  6.56031|          1.37850|          1.13914|
|ACT-CL J0236.9-4937|02 36 58.87|-49 37 46.0| 6.73485|5.4543e-05|8.0986e-06|0.334300|      0.000000|  2.52784|          0.54807|          0.45041|  4.58991|          0.99515|          0.81783|
|ACT-CL J0516.9-4937|05 16 55.02|-49 37 45.0| 4.45649|4.1752e-05|9.3689e-06|0.249369|      0.009604|  2.02936|          0.56549|          0.44226|  3.75873|          1.04739|          0.81914|
|ACT-CL J0408.6-4936|04 08 40.89|-49 36 26.8| 4.88956|9.0722e-05|1.8554e-05|0.304418|      0.006743|  2.32417|          0.57888|          0.46345|  4.24626|          1.05762|          0.84672|
|ACT-CL J0219.2-4934|02 19 14.21|-49 34 46.4| 7.88444|7.6811e-05|9.7421e-06|0.525500|      0.007047|  2.98617|          0.56336|          0.47395|  5.24014|          0.98859|          0.83168|
|ACT-CL J0248.3-4931|02 48 18.60|-49 31 17.0| 4.87787|1.3988e-04|2.8676e-05|0.964404|      0.023011|  1.74651|          0.38159|          0.31317|  2.95394|          0.64540|          0.52968|
|ACT-CL J0503.9-4929|05 03 58.01|-49 29 04.7| 4.51200|6.7952e-05|1.5060e-05|0.200000|      0.033480|  2.15612|          0.61414|          0.47799|  4.07005|          1.15929|          0.90229|
|ACT-CL J0337.8-4928|03 37 50.86|-49 28 51.3| 5.31068|4.4312e-05|8.3440e-06|0.498606|      0.006891|  2.16803|          0.47551|          0.38998|  3.79274|          0.83185|          0.68222|
|ACT-CL J0210.4-4925|02 10 29.96|-49 26 00.0| 4.64691|1.4233e-04|3.0630e-05|0.927800|      0.026989|  1.72618|          0.40338|          0.32697|  2.91872|          0.68206|          0.55286|
|ACT-CL J0038.7-4923|00 38 47.58|-49 23 42.9| 5.37244|6.7841e-05|1.2628e-05|0.551911|      0.007601|  2.02378|          0.43032|          0.35486|  3.50853|          0.74602|          0.61521|
|ACT-CL J0023.7-4923|00 23 42.40|-49 23 41.9| 4.75178|3.7788e-05|7.9524e-06|0.709178|      0.021265|  1.88133|          0.40790|          0.33522|  3.20852|          0.69565|          0.57170|
|ACT-CL J2349.6-4922|23 49 37.59|-49 22 48.3| 5.15047|1.2696e-04|2.4650e-05|0.662600|      0.023276|  1.84541|          0.40475|          0.33195|  3.15663|          0.69234|          0.56780|
|ACT-CL J0304.2-4921|03 04 14.65|-49 21 27.4|15.84148|1.2498e-04|7.8896e-06|0.391700|      0.000000|  4.90586|          0.88950|          0.75297|  8.92577|          1.61836|          1.36997|
|ACT-CL J0102.9-4916|01 02 58.04|-49 16 02.6|48.87476|7.5834e-04|1.5516e-05|0.870000|      0.000000| 10.65179|          1.69955|          1.46569| 18.77701|          2.99597|          2.58372|
|ACT-CL J0405.9-4915|04 05 58.16|-49 15 45.7| 8.20429|7.8539e-05|9.5729e-06|0.325000|      0.000000|  3.60867|          0.74927|          0.62045|  6.62529|          1.37561|          1.13910|
|ACT-CL J0309.5-4915|03 09 31.40|-49 15 38.8| 5.15119|3.6014e-05|6.9914e-06|0.730528|      0.016147|  1.88392|          0.42112|          0.34418|  3.20888|          0.71729|          0.58625|
|ACT-CL J2254.2-4913|22 54 17.39|-49 13 12.8| 5.03820|1.1865e-04|2.3549e-05|0.776214|      0.018228|  2.06459|          0.43899|          0.36202|  3.51533|          0.74747|          0.61640|
|ACT-CL J2317.8-4912|23 17 49.19|-49 12 53.6| 4.86560|3.6787e-05|7.5607e-06|0.326239|      0.007221|  1.79651|          0.46452|          0.36908|  3.24325|          0.83859|          0.66631|
|ACT-CL J0331.2-4908|03 31 15.74|-49 08 32.3| 5.49462|7.3975e-05|1.3463e-05|0.989000|      0.027846|  2.08459|          0.40696|          0.34049|  3.53939|          0.69097|          0.57811|
|ACT-CL J2134.7-4907|21 34 42.25|-49 07 26.4| 5.99631|2.8843e-04|4.8102e-05|0.567605|      0.007457|  3.31336|          0.67970|          0.56400|  5.79539|          1.18886|          0.98649|
|ACT-CL J2254.3-4907|22 54 18.78|-49 07 05.5| 6.19113|4.7352e-05|7.6484e-06|0.765971|      0.012241|  2.38250|          0.46512|          0.38915|  4.07071|          0.79469|          0.66489|
|ACT-CL J0013.3-4906|00 13 18.61|-49 06 45.4|17.30739|1.4377e-04|8.3068e-06|0.407500|      0.000000|  4.85545|          0.87641|          0.74241|  8.80101|          1.58859|          1.34569|
|ACT-CL J0233.4-4906|02 33 29.32|-49 06 26.5| 4.36572|3.1184e-05|7.1430e-06|0.672227|      0.015017|  1.57404|          0.41109|          0.32596|  2.68162|          0.70035|          0.55532|
|ACT-CL J0456.4-4905|04 56 28.11|-49 05 48.3| 7.26840|1.4126e-04|1.9435e-05|0.917600|      0.026846|  3.18584|          0.57246|          0.48526|  5.45723|          0.98060|          0.83124|
|ACT-CL J0238.7-4904|02 38 47.52|-49 04 23.8| 7.50591|7.0700e-05|9.4193e-06|0.500596|      0.006782|  2.94736|          0.56812|          0.47631|  5.18980|          1.00037|          0.83870|
|ACT-CL J0348.8-4902|03 48 53.01|-49 03 00.0| 4.51198|3.8433e-05|8.5181e-06|0.622338|      0.010209|  1.94455|          0.46932|          0.37807|  3.34179|          0.80655|          0.64974|
|ACT-CL J0103.0-4902|01 03 05.43|-49 02 38.3| 6.96673|1.0368e-04|1.4882e-05|0.702584|      0.014920|  2.82030|          0.52976|          0.44599|  4.85353|          0.91168|          0.76751|
|ACT-CL J0142.1-4902|01 42 06.14|-49 02 18.5| 5.18803|6.1177e-05|1.1792e-05|0.938969|      0.020219|  2.09899|          0.42363|          0.35249|  3.56339|          0.71918|          0.59841|
|ACT-CL J0021.5-4902|00 21 33.28|-49 02 01.7| 7.11127|4.5435e-05|6.3891e-06|0.668000|      0.000000|  2.35640|          0.45034|          0.37808|  4.04976|          0.77397|          0.64979|
|ACT-CL J0449.0-4901|04 49 04.85|-49 01 28.8| 8.60185|1.2781e-04|1.4858e-05|0.792000|      0.000000|  3.63361|          0.63524|          0.54071|  6.25869|          1.09417|          0.93135|
|ACT-CL J0003.6-4900|00 03 37.35|-49 00 20.0| 4.50461|1.0459e-04|2.3219e-05|0.642676|      0.015131|  1.64269|          0.37830|          0.30749|  2.80786|          0.64663|          0.52559|
|ACT-CL J0357.8-4859|03 57 53.47|-48 59 42.5| 4.88728|8.8614e-05|1.8132e-05|0.381581|      0.019438|  2.02238|          0.47432|          0.38421|  3.61154|          0.84703|          0.68611|
|ACT-CL J0152.2-4859|01 52 13.20|-48 59 24.0| 4.49058|1.3070e-04|2.9106e-05|0.385577|      0.011262|  1.76950|          0.44683|          0.35674|  3.14775|          0.79485|          0.63461|
|ACT-CL J0244.0-4857|02 44 05.61|-48 57 49.7| 8.28784|6.3980e-05|7.7197e-06|0.455201|      0.008522|  2.94330|          0.56251|          0.47225|  5.22235|          0.99807|          0.83793|
|ACT-CL J0441.8-4855|04 41 48.56|-48 55 12.5| 8.22673|9.2501e-05|1.1244e-05|0.799887|      0.009955|  3.59875|          0.63789|          0.54185|  6.19550|          1.09818|          0.93283|
|ACT-CL J0107.4-4854|01 07 29.98|-48 54 59.8| 5.50258|1.0236e-04|1.8602e-05|0.578918|      0.007552|  2.31459|          0.48829|          0.40322|  4.01103|          0.84617|          0.69876|
|ACT-CL J0516.1-4854|05 16 11.00|-48 54 59.8| 5.06692|5.5613e-05|1.0976e-05|0.598298|      0.009361|  2.60739|          0.57187|          0.46901|  4.52031|          0.99143|          0.81310|
|ACT-CL J0200.5-4852|02 00 33.39|-48 52 15.7| 9.10381|6.9432e-05|7.6267e-06|0.498500|      0.000000|  3.28609|          0.60920|          0.51393|  5.80252|          1.07572|          0.90748|
|ACT-CL J0317.8-4849|03 17 50.76|-48 49 42.9| 4.98084|3.4929e-05|7.0127e-06|0.164200|      0.000000|  1.47844|          0.45409|          0.34739|  2.80458|          0.86140|          0.65900|
|ACT-CL J0339.1-4849|03 39 06.99|-48 49 30.0| 4.13068|9.5418e-05|2.3100e-05|0.501340|      0.007440|  1.74410|          0.43741|          0.34970|  3.03556|          0.76129|          0.60865|
|ACT-CL J2251.1-4848|22 51 08.18|-48 48 27.2| 7.40682|8.1625e-05|1.1020e-05|0.940669|      0.021695|  2.58593|          0.45418|          0.38633|  4.40945|          0.77445|          0.65875|
|ACT-CL J2314.1-4847|23 14 11.73|-48 47 43.8| 7.18288|5.9151e-05|8.2349e-06|0.371327|      0.009682|  2.68389|          0.55726|          0.46145|  4.83544|          1.00399|          0.83137|
|ACT-CL J2146.1-4846|21 46 11.69|-48 46 21.1| 5.37071|6.7964e-05|1.2655e-05|0.623000|      0.000000|  3.05059|          0.64865|          0.53491|  5.29347|          1.12555|          0.92819|
|ACT-CL J0026.9-4845|00 26 55.39|-48 45 04.9| 5.57338|1.0671e-04|1.9147e-05|0.090095|      0.006113|  1.89303|          0.60884|          0.46068|  3.73837|          1.20234|          0.90975|
|ACT-CL J2312.0-4844|23 12 02.82|-48 44 31.8| 7.07727|6.5079e-05|9.1955e-06|0.677509|      0.014260|  2.71736|          0.51043|          0.42971|  4.68102|          0.87928|          0.74023|
|ACT-CL J0234.6-4843|02 34 36.02|-48 43 45.0| 4.80310|1.4212e-04|2.9590e-05|0.769651|      0.016311|  1.96474|          0.42598|          0.35008|  3.34281|          0.72476|          0.59562|
|ACT-CL J0022.5-4843|00 22 30.56|-48 43 17.6| 4.76838|1.1703e-04|2.4542e-05|0.855023|      0.015238|  1.71434|          0.37169|          0.30546|  2.90067|          0.62890|          0.51684|
|ACT-CL J0001.2-4843|00 01 12.22|-48 43 10.2| 8.60553|5.4979e-05|6.3888e-06|0.346400|      0.018850|  2.54005|          0.51685|          0.42946|  4.59827|          0.93566|          0.77746|
|ACT-CL J0043.8-4843|00 43 51.97|-48 43 06.6| 7.92181|1.6653e-04|2.1022e-05|0.838765|      0.012317|  2.68389|          0.47573|          0.40410|  4.58561|          0.81282|          0.69043|
|ACT-CL J0213.8-4839|02 13 48.99|-48 39 30.0| 4.12645|3.4906e-05|8.4590e-06|0.222166|      0.004524|  1.62246|          0.46788|          0.36315|  3.01707|          0.87005|          0.67531|
|ACT-CL J0120.1-4836|01 20 11.52|-48 36 13.4| 4.64643|5.2432e-05|1.1284e-05|0.215702|      0.004743|  1.77072|          0.47634|          0.37536|  3.30726|          0.88968|          0.70108|
|ACT-CL J2222.8-4834|22 22 49.39|-48 34 55.0| 7.48195|7.5486e-05|1.0089e-05|0.652100|      0.000000|  3.52275|          0.66747|          0.56115|  6.11593|          1.15882|          0.97423|
|ACT-CL J0051.1-4834|00 51 09.67|-48 34 51.8| 7.53838|5.6555e-05|7.5023e-06|0.187300|      0.000000|  2.42888|          0.60078|          0.48165|  4.62131|          1.14308|          0.91641|
|ACT-CL J2211.2-4833|22 11 17.56|-48 33 39.3| 7.92453|8.3510e-05|1.0538e-05|0.240000|      0.026740|  3.53977|          0.81818|          0.66457|  6.66840|          1.54133|          1.25195|
|ACT-CL J0243.5-4833|02 43 35.54|-48 33 28.6|17.23601|1.3049e-04|7.5706e-06|0.498400|      0.000000|  5.15165|          0.89647|          0.76359|  9.19348|          1.59981|          1.36268|
|ACT-CL J0325.5-4833|03 25 33.46|-48 33 17.4| 4.49822|3.9031e-05|8.6770e-06|0.730322|      0.015342|  1.84287|          0.41350|          0.33772|  3.13756|          0.70399|          0.57498|
|ACT-CL J0022.7-4832|00 22 45.31|-48 32 14.7| 6.51313|6.4372e-05|9.8834e-06|0.668000|      0.000000|  2.27352|          0.43823|          0.36741|  3.90435|          0.75259|          0.63096|
|ACT-CL J0216.3-4830|02 16 18.24|-48 30 48.6| 8.29469|7.3617e-05|8.8752e-06|0.434062|      0.010951|  3.12285|          0.60451|          0.50647|  5.57063|          1.07835|          0.90346|
|ACT-CL J2313.1-4830|23 13 07.00|-48 30 30.0| 4.05289|3.0725e-05|7.5810e-06|0.473505|      0.007496|  1.71552|          0.44506|          0.35338|  2.99810|          0.77781|          0.61758|
|ACT-CL J2220.0-4829|22 20 05.56|-48 29 17.6| 4.64435|2.2105e-04|4.7596e-05|0.877688|      0.013789|  2.48299|          0.55085|          0.45083|  4.23208|          0.93888|          0.76841|
|ACT-CL J0637.3-4829|06 37 22.65|-48 29 03.1| 9.65387|1.0237e-04|1.0604e-05|0.202600|      0.000000|  3.83409|          0.87322|          0.71124|  7.33775|          1.67119|          1.36118|
|ACT-CL J0150.7-4828|01 50 43.00|-48 28 15.2| 4.42936|1.3219e-04|2.9844e-05|0.568772|      0.009149|  1.80519|          0.43723|          0.35198|  3.11547|          0.75459|          0.60746|
|ACT-CL J2303.0-4826|23 03 02.89|-48 26 24.8| 7.28356|6.8964e-05|9.4685e-06|0.274457|      0.005885|  2.66731|          0.57831|          0.47526|  4.93315|          1.06957|          0.87899|
|ACT-CL J0028.2-4826|00 28 14.96|-48 26 20.7| 4.90214|1.1556e-04|2.3574e-05|0.386855|      0.010358|  1.70023|          0.41036|          0.33057|  3.02101|          0.72913|          0.58737|
|ACT-CL J0252.7-4824|02 52 45.86|-48 24 43.3| 9.45165|9.0554e-05|9.5807e-06|0.420700|      0.000000|  3.40353|          0.63932|          0.53822|  6.09979|          1.14578|          0.96459|
|ACT-CL J0154.3-4824|01 54 20.52|-48 24 42.8|12.83151|1.7596e-04|1.3713e-05|1.280000|      0.102600|  3.49136|          0.55706|          0.48041|  6.05847|          0.96666|          0.83365|
|ACT-CL J0123.1-4821|01 23 09.33|-48 21 28.6|10.72705|1.0455e-04|9.7461e-06|0.655000|      0.000000|  3.73250|          0.64047|          0.54667|  6.48690|          1.11311|          0.95008|
|ACT-CL J0350.0-4819|03 50 00.00|-48 19 44.8| 4.75873|5.5520e-05|1.1667e-05|1.376600|      0.033272|  1.69672|          0.33963|          0.28299|  2.91558|          0.58361|          0.48627|
|ACT-CL J0411.2-4819|04 11 15.41|-48 19 15.2|13.95061|1.4022e-04|1.0051e-05|0.423500|      0.000000|  5.79536|          1.06021|          0.89625| 10.51528|          1.92368|          1.62619|
|ACT-CL J0353.0-4818|03 53 04.56|-48 18 43.6| 5.06148|7.1060e-05|1.4039e-05|0.927800|      0.026989|  2.05750|          0.42037|          0.34905|  3.49154|          0.71335|          0.59233|
|ACT-CL J0522.2-4818|05 22 16.73|-48 18 32.8| 4.61087|4.7252e-05|1.0248e-05|0.296000|      0.000000|  2.25792|          0.58970|          0.46758|  4.13241|          1.07925|          0.85576|
|ACT-CL J0257.7-4817|02 57 46.21|-48 17 22.7| 5.98948|8.4300e-05|1.4075e-05|0.458153|      0.008217|  2.42220|          0.50897|          0.42059|  4.27654|          0.89862|          0.74258|
|ACT-CL J0216.2-4816|02 16 16.34|-48 16 37.3| 6.78924|9.6630e-05|1.4233e-05|0.170900|      0.000000|  2.57705|          0.62859|          0.50533|  4.94333|          1.20578|          0.96934|
|ACT-CL J0334.8-4815|03 34 50.76|-48 15 39.9| 9.43432|1.0446e-04|1.1072e-05|0.622926|      0.010103|  3.27254|          0.57742|          0.49082|  5.68752|          1.00353|          0.85302|
|ACT-CL J2236.9-4809|22 36 56.02|-48 09 37.3| 4.40602|4.7639e-05|1.0812e-05|0.264800|      0.017707|  1.67006|          0.43907|          0.34767|  3.06383|          0.80550|          0.63781|
|ACT-CL J2149.7-4808|21 49 47.59|-48 08 47.9| 4.32772|9.9334e-05|2.2953e-05|0.498588|      0.008094|  2.62179|          0.63726|          0.51265|  4.60585|          1.11951|          0.90061|
|ACT-CL J2250.6-4808|22 50 41.60|-48 08 40.7| 9.30473|2.5871e-04|2.7804e-05|0.980000|      0.089100|  2.79517|          0.47963|          0.40938|  4.77512|          0.81938|          0.69937|
|ACT-CL J0144.6-4807|01 44 39.41|-48 07 42.7| 4.34608|3.2651e-05|7.5128e-06|0.318016|      0.006835|  1.65861|          0.45198|          0.35519|  2.99546|          0.81629|          0.64148|
|ACT-CL J0452.0-4805|04 52 02.75|-48 05 59.9| 4.86717|4.6092e-05|9.4699e-06|0.412771|      0.011031|  2.22091|          0.56081|          0.44775|  3.94780|          0.99688|          0.79590|
|ACT-CL J0322.8-4805|03 22 49.46|-48 05 09.4| 7.11153|6.3964e-05|8.9945e-06|0.515872|      0.007405|  2.63083|          0.50927|          0.42668|  4.60996|          0.89239|          0.74766|
|ACT-CL J0406.8-4804|04 06 52.95|-48 04 57.7| 8.39120|1.0678e-04|1.2725e-05|0.736900|      0.000000|  3.85527|          0.68962|          0.58498|  6.66653|          1.19248|          1.01154|
|ACT-CL J2337.7-4803|23 37 46.99|-48 03 14.7| 4.41582|1.1193e-04|2.5348e-05|0.733832|      0.026249|  1.67352|          0.38965|          0.31606|  2.84304|          0.66196|          0.53694|
|ACT-CL J0204.4-4802|02 04 29.81|-48 02 37.7| 5.24351|5.8639e-05|1.1183e-05|0.265987|      0.006079|  1.97016|          0.47887|          0.38524|  3.62700|          0.88159|          0.70921|
|ACT-CL J0535.8-4801|05 35 48.03|-48 01 32.6| 7.08343|3.0269e-04|4.2732e-05|0.968600|      0.027560|  3.19023|          0.57843|          0.48965|  5.46523|          0.99092|          0.83883|
|ACT-CL J0339.1-4800|03 39 11.52|-48 00 32.4| 6.77154|5.0800e-05|7.5020e-06|0.480940|      0.007309|  2.52436|          0.51157|          0.42537|  4.44356|          0.90050|          0.74876|
|ACT-CL J0520.5-4758|05 20 33.01|-47 59 00.0| 4.16122|1.7701e-04|4.2539e-05|0.316542|      0.008469|  2.17102|          0.59352|          0.46610|  3.94674|          1.07898|          0.84733|
|ACT-CL J0022.4-4758|00 22 25.99|-47 58 30.0| 4.40316|1.0472e-04|2.3783e-05|0.924497|      0.019156|  1.48252|          0.34518|          0.27999|  2.49905|          0.58187|          0.47198|
|ACT-CL J0027.3-4757|00 27 19.02|-47 57 45.1| 4.46144|1.0751e-04|2.4098e-05|0.733019|      0.021076|  1.60137|          0.37966|          0.30690|  2.71816|          0.64444|          0.52093|
|ACT-CL J0127.0-4757|01 27 01.00|-47 57 39.6| 4.61192|1.4109e-04|3.0593e-05|0.679075|      0.016610|  1.96609|          0.44778|          0.36472|  3.36318|          0.76597|          0.62388|
|ACT-CL J0041.6-4755|00 41 37.96|-47 55 37.1| 4.63450|1.1941e-04|2.5766e-05|0.849579|      0.015999|  1.60911|          0.37602|          0.30480|  2.71943|          0.63549|          0.51512|
|ACT-CL J0407.0-4753|04 07 05.03|-47 53 45.3| 4.68659|1.9285e-04|4.1149e-05|0.912214|      0.018453|  2.15167|          0.48823|          0.39794|  3.65501|          0.82935|          0.67597|
|ACT-CL J0546.1-4752|05 46 11.21|-47 52 24.0| 4.21251|4.4838e-05|1.0644e-05|0.459002|      0.009095|  2.25636|          0.57951|          0.46109|  3.97686|          1.02139|          0.81267|
|ACT-CL J0354.4-4751|03 54 26.15|-47 51 20.4| 4.59599|5.2414e-05|1.1404e-05|0.290204|      0.006816|  1.83148|          0.46406|          0.37024|  3.34125|          0.84660|          0.67545|
